feature_name,tier,stage,level,entity,entity_id,entity_class,measure,measure_family,aggregation,window,window_type,filter,transform,availability,leakage_risk,min_support_n,adversarial_halflife,hypothesis,status,drop_reason,iv,psi_12m,coverage_pct,shap_rank
email_canon__txn_cnt__cnt__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Transaction count,velocity,count,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_canon__txn_cnt__sum__w1h,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Transaction count,velocity,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_canon__txn_cnt__sum__w30d,1,A_base,L0,Email canonicalized (dots/plus stripped),email_canon,email,Transaction count,velocity,sum,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_dom__cb_fraud_rate__rate__w30d,1,A_base,L0,Email domain,email_dom,email,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,days-weeks,,candidate,,,,,
email_dom__cb_nonfr_rate__rate__w30d,1,A_base,L0,Email domain,email_dom,email,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,days-weeks,,candidate,,,,,
email_dom__champ_score__cnt__w30d,1,A_base,L0,Email domain,email_dom,email,Champion model score,score,count,30 days,time,unconditioned,raw value,realtime,MED - encodes current policy; re-baseline on threshold change,100,days-weeks,,candidate,,,,,
email_dom__champ_score__mean__w30d,1,A_base,L0,Email domain,email_dom,email,Champion model score,score,mean,30 days,time,unconditioned,raw value,realtime,MED - encodes current policy; re-baseline on threshold change,100,days-weeks,,candidate,,,,,
email_dom__cb_amt__cnt__w30d,1,A_base,L0,Email domain,email_dom,email,Chargeback dollars,outcome,count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,days-weeks,,candidate,,,,,
email_dom__cb_amt__sum__w30d,1,A_base,L0,Email domain,email_dom,email,Chargeback dollars,outcome,sum,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,days-weeks,,candidate,,,,,
email_dom__cb_amt__mean__w30d,1,A_base,L0,Email domain,email_dom,email,Chargeback dollars,outcome,mean,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,days-weeks,,candidate,,,,,
email_dom__cb_rate__rate__w30d,1,A_base,L0,Email domain,email_dom,email,Chargeback rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,days-weeks,,candidate,,,,,
email_dom__den_rate__rate__w30d,1,A_base,L0,Email domain,email_dom,email,DEN rate (downstream rules),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,100,days-weeks,,candidate,,,,,
email_dom__d_bin8__dcnt__w1h,1,A_base,L0,Email domain,email_dom,email,Distinct BINs tried,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_dom__d_bin8__dcnt__w30d,1,A_base,L0,Email domain,email_dom,email,Distinct BINs tried,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_dom__d_pan__dcnt__w1h,1,A_base,L0,Email domain,email_dom,email,Distinct cards,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_dom__d_pan__dcnt__w30d,1,A_base,L0,Email domain,email_dom,email,Distinct cards,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_dom__d_cust__dcnt__w1h,1,A_base,L0,Email domain,email_dom,email,Distinct customers,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_dom__d_cust__dcnt__w30d,1,A_base,L0,Email domain,email_dom,email,Distinct customers,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_dom__d_device__dcnt__w1h,1,A_base,L0,Email domain,email_dom,email,Distinct devices,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_dom__d_device__dcnt__w30d,1,A_base,L0,Email domain,email_dom,email,Distinct devices,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_dom__d_email__dcnt__w1h,1,A_base,L0,Email domain,email_dom,email,Distinct emails,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_dom__d_email__dcnt__w30d,1,A_base,L0,Email domain,email_dom,email,Distinct emails,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_dom__d_receiver__dcnt__w1h,1,A_base,L0,Email domain,email_dom,email,Distinct receivers (fan-out),velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_dom__d_receiver__dcnt__w30d,1,A_base,L0,Email domain,email_dom,email,Distinct receivers (fan-out),velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_dom__d_sender__dcnt__w1h,1,A_base,L0,Email domain,email_dom,email,Distinct senders (fan-in),velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_dom__d_sender__dcnt__w30d,1,A_base,L0,Email domain,email_dom,email,Distinct senders (fan-in),velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_dom__err_lost_stln__rate__w30d,1,A_base,L0,Email domain,email_dom,email,ERR rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,100,days-weeks,,candidate,,,,,
email_dom__err_rate__rate__w30d,1,A_base,L0,Email domain,email_dom,email,ERR rate (issuer decline),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,100,days-weeks,,candidate,,,,,
email_dom__fail_then_ok__cnt__w1h,1,A_base,L0,Email domain,email_dom,email,Failed-auth-then-success cnt,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_dom__fail_then_ok__sum__w1h,1,A_base,L0,Email domain,email_dom,email,Failed-auth-then-success cnt,behavior,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_dom__interarrival__cnt__w1h,1,A_base,L0,Email domain,email_dom,email,Inter-arrival seconds,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_dom__interarrival__mean__w1h,1,A_base,L0,Email domain,email_dom,email,Inter-arrival seconds,behavior,mean,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_dom__block_rate__rate__w30d,1,A_base,L0,Email domain,email_dom,email,Model block rate (policy),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,100,days-weeks,,candidate,,,,,
email_dom__amt_repeat__rate__w1h,1,A_base,L0,Email domain,email_dom,email,Repeat-identical-amount rate,behavior,rate (num/denom),1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_dom__amt_escalate__cnt__w1h,1,A_base,L0,Email domain,email_dom,email,Small-then-large sequence cnt,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_dom__amt_escalate__sum__w1h,1,A_base,L0,Email domain,email_dom,email,Small-then-large sequence cnt,behavior,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_dom__tc40_rate__rate__w30d,1,A_base,L0,Email domain,email_dom,email,TC40/SAFE alert rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,days-weeks,,candidate,,,,,
email_dom__amt__cnt__w1h,1,A_base,L0,Email domain,email_dom,email,Transaction amount,velocity,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_dom__amt__cnt__w30d,1,A_base,L0,Email domain,email_dom,email,Transaction amount,velocity,count,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_dom__amt__sum__w1h,1,A_base,L0,Email domain,email_dom,email,Transaction amount,velocity,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_dom__amt__sum__w30d,1,A_base,L0,Email domain,email_dom,email,Transaction amount,velocity,sum,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_dom__amt__mean__w1h,1,A_base,L0,Email domain,email_dom,email,Transaction amount,velocity,mean,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_dom__amt__mean__w30d,1,A_base,L0,Email domain,email_dom,email,Transaction amount,velocity,mean,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_dom__txn_cnt__cnt__w1h,1,A_base,L0,Email domain,email_dom,email,Transaction count,velocity,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_dom__txn_cnt__cnt__w30d,1,A_base,L0,Email domain,email_dom,email,Transaction count,velocity,count,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
email_dom__txn_cnt__sum__w1h,1,A_base,L0,Email domain,email_dom,email,Transaction count,velocity,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,days-weeks,,candidate,,,,,
email_dom__txn_cnt__sum__w30d,1,A_base,L0,Email domain,email_dom,email,Transaction count,velocity,sum,30 days,time,unconditioned,raw value,realtime,LOW,100,days-weeks,,candidate,,,,,
addr_bill__cb_fraud_rate__rate__w30d,1,A_base,L0,Normalized billing address,addr_bill,geo,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
addr_bill__cb_nonfr_rate__rate__w30d,1,A_base,L0,Normalized billing address,addr_bill,geo,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
addr_bill__champ_score__cnt__w30d,1,A_base,L0,Normalized billing address,addr_bill,geo,Champion model score,score,count,30 days,time,unconditioned,raw value,realtime,MED - encodes current policy; re-baseline on threshold change,30,weeks-months,,candidate,,,,,
addr_bill__champ_score__mean__w30d,1,A_base,L0,Normalized billing address,addr_bill,geo,Champion model score,score,mean,30 days,time,unconditioned,raw value,realtime,MED - encodes current policy; re-baseline on threshold change,30,weeks-months,,candidate,,,,,
addr_bill__cb_amt__cnt__w30d,1,A_base,L0,Normalized billing address,addr_bill,geo,Chargeback dollars,outcome,count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
addr_bill__cb_amt__sum__w30d,1,A_base,L0,Normalized billing address,addr_bill,geo,Chargeback dollars,outcome,sum,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
addr_bill__cb_amt__mean__w30d,1,A_base,L0,Normalized billing address,addr_bill,geo,Chargeback dollars,outcome,mean,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
addr_bill__cb_rate__rate__w30d,1,A_base,L0,Normalized billing address,addr_bill,geo,Chargeback rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
addr_bill__den_rate__rate__w30d,1,A_base,L0,Normalized billing address,addr_bill,geo,DEN rate (downstream rules),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,weeks-months,,candidate,,,,,
addr_bill__d_bin8__dcnt__w1h,1,A_base,L0,Normalized billing address,addr_bill,geo,Distinct BINs tried,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
addr_bill__d_bin8__dcnt__w30d,1,A_base,L0,Normalized billing address,addr_bill,geo,Distinct BINs tried,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
addr_bill__d_pan__dcnt__w1h,1,A_base,L0,Normalized billing address,addr_bill,geo,Distinct cards,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
addr_bill__d_pan__dcnt__w30d,1,A_base,L0,Normalized billing address,addr_bill,geo,Distinct cards,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
addr_bill__d_cust__dcnt__w1h,1,A_base,L0,Normalized billing address,addr_bill,geo,Distinct customers,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
addr_bill__d_cust__dcnt__w30d,1,A_base,L0,Normalized billing address,addr_bill,geo,Distinct customers,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
addr_bill__d_device__dcnt__w1h,1,A_base,L0,Normalized billing address,addr_bill,geo,Distinct devices,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
addr_bill__d_device__dcnt__w30d,1,A_base,L0,Normalized billing address,addr_bill,geo,Distinct devices,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
addr_bill__d_email__dcnt__w1h,1,A_base,L0,Normalized billing address,addr_bill,geo,Distinct emails,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
addr_bill__d_email__dcnt__w30d,1,A_base,L0,Normalized billing address,addr_bill,geo,Distinct emails,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
addr_bill__d_receiver__dcnt__w1h,1,A_base,L0,Normalized billing address,addr_bill,geo,Distinct receivers (fan-out),velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
addr_bill__d_receiver__dcnt__w30d,1,A_base,L0,Normalized billing address,addr_bill,geo,Distinct receivers (fan-out),velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
addr_bill__d_sender__dcnt__w1h,1,A_base,L0,Normalized billing address,addr_bill,geo,Distinct senders (fan-in),velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
addr_bill__d_sender__dcnt__w30d,1,A_base,L0,Normalized billing address,addr_bill,geo,Distinct senders (fan-in),velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
addr_bill__err_lost_stln__rate__w30d,1,A_base,L0,Normalized billing address,addr_bill,geo,ERR rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,50,weeks-months,,candidate,,,,,
addr_bill__err_rate__rate__w30d,1,A_base,L0,Normalized billing address,addr_bill,geo,ERR rate (issuer decline),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,weeks-months,,candidate,,,,,
addr_bill__fail_then_ok__cnt__w1h,1,A_base,L0,Normalized billing address,addr_bill,geo,Failed-auth-then-success cnt,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
